titles,lastest_Chap,types,views,follows,condition,discription,teasers,links 
Cha Ơi Con Không Muốn Kết Hôn Đâu,Chapter 102,"Thể loại:Chuyển Sinh, Drama, Fantasy, Historical, Manhwa, Ngôn Tình, Romance, Supernatural, Truyện Màu, Xuyên Không",Tình trạng:Đang tiến hành,Bình luận:19K,Tác giả:Hong Hee Su,"Tôi tái sinh thành nhân vật trong cuốn tiểu thuyết từng đọc, Jubel Lian Eloy Floyen, nhân vật phản diện sẽ có kết thúc bi thảm. Nhưng giờ thì khác rồi, với những ký ức kiếp trước, tôi sẽ tránh được cái chết thảm khốc dành cho mình thôi!",//st.nettruyenup.com/data/comics/113/cha-oi-con-khong-muon-ket-hon-dau.jpg,https://www.nettruyenup.com/truyen-tranh/cha-oi-con-khong-muon-ket-hon-dau-390262
Ngũ Đại Đồ Đệ Của Charlotte,Chapter 160.2,"Thể loại:Chuyển Sinh, Comedy, Manga, Romance",Tình trạng:Đang tiến hành,Bình luận:5.530,Tác giả:Yong Yong,"Charlotte Eleanor là một đại pháp sư đã từng cứu thế giới. Cô sử dụng phép thuật của mình để chết, nhưng thấy vào đó phép thuật lại làm cô đảo ngược tuổi của cơ thể mình thành một đứa trẻ và bắt đầu cuộc sống thứ hai với tư cách là Aria Lissen. Cô đã có một cuộc sống trọn vẹn trong kiếp thứ nhất, ngoại trừ một điều hối tiếc nhỏ nhoi. Trong cuộc sống mới này, Aria quyết tâm tìm và sống vì một điều mà cô ấy chưa bao giờ có ... TÌNH YÊU.",//st.nettruyenup.com/data/comics/189/ngu-dai-do-de-cua-charlotte.jpg,https://www.nettruyenup.com/truyen-tranh/ngu-dai-do-de-cua-charlotte-257925
Ánh Sao Trôi Dạt Giữa Làn Nước,Chapter 42.2,"Thể loại:Manhua, Ngôn Tình, Truyện Màu",Lượt xem:211K,Theo dõi:7.225,Tình trạng:Đang tiến hành,"Tình cờ gặp nhau trong một chuyến du lịch, cô gái Ngụy Lam và chàng trai Bạch Nguyên đã hoán đổi thân xác! Đó là sự trêu cợt của số phận hay sự sắp đặt của ông trời? Những ngôi sao trôi dạt dẫn đường, và số phận thật tuyệt vời.",//st.nettruyenup.com/data/comics/8/anh-sao-troi-dat-giua-lan-nuoc.jpg,https://www.nettruyenup.com/truyen-tranh/anh-sao-troi-dat-giua-lan-nuoc-72200
Tự nhiên nhặt được tiểu phù thủy,Chapter 5,"Thể loại:Manhua, Ngôn Tình, Truyện Màu",Lượt xem:48K,Theo dõi:4.620,Tình trạng:Đang tiến hành,"Một ngày nọ, Quý Trạch Thần – một người làm công ăn lương, đang trên đường tan làm về thì gặp được một cô bé tự xưng là phù thủy, cô bé đó còn xin anh hãy đưa mình về nhà nữa chứ? Phải làm gì khi nhặt được một phù thủy đây— Chuẩn bị bắt đầu cuộc sống trông trẻ thôi!",//st.nettruyenup.com/data/comics/5/tu-nhien-nhat-duoc-tieu-phu-thuy.jpg,https://www.nettruyenup.com/truyen-tranh/tu-nhien-nhat-duoc-tieu-phu-thuy-75781
Đảo Phù Thủy,Chapter 20,Tình trạng:Đang tiến hành,Bình luận:152,Ngày cập nhật:1 ngày trước,Lượt xem:123K,"Hanna, một cô gái kiếm sống bằng công việc gia sư đã nhận được một lá thư cùng một khoản tiền lớn, để bắt đầu công việc mới trên một hòn đảo xa xôi. Ở đó cô đã gặp Ian – một chàng trai trẻ thân thiện là ông chủ mới của cô, và Irene – em gái Ian, cô bé mà Hanna sẽ chăm sóc dạy dỗ.",//st.nettruyenup.com/data/comics/63/dao-phu-thuy.jpg,https://www.nettruyenup.com/truyen-tranh/dao-phu-thuy-73535
Tôi Không Muốn Làm Người Mai Mối,Chapter 32,Tình trạng:Đang tiến hành,Bình luận:1.403,Ngày cập nhật:1 ngày trước,Lượt xem:1.433K,"Tôi đã tái sinh thành nhân vật phụ trong tiểu thuyết. Còn là nhân vật có vai trò mai mối trong cuốn tiểu thuyết lãng mạn ‘Những chàng trai của Hestia’. Dù sao tình yêu cũng trắc trở, gánh theo tương lai gia tộc chỉ có nợ nần! Tôi quyết định trở thành công chức để tận hưởng bộ phim phú quý mà kiếp trước không thực hiện được… Nhưng khác với nguyên tác, các nam chính lạ thế? Đỏ mặt khi đứng trước tôi? Liên tục tặng đồ ăn cho tôi? “Tưởng tượng thử xem, Shu Shu nhìn ai đó rồi thẹn thùng.” “Woa…Vậy chắc thích lắm” Cory ngây người vừa nhìn Hylli vừa nói, Yves nhăn mặt lẩm bẩm. “Hay dẫn cậu ấy bỏ trốn nhỉ?” Swan lấy hai tay che mặt không nói gì. Đỏ hết mặt mũi, đỏ lan cả tai. Gì vậy? Mấy cậu này. Tại sao không lụy nữ chính đi mà làm trò gì đấy? Mấy tên này, tỉnh táo lại coi!!!",//st.nettruyenup.com/data/comics/80/toi-khong-muon-lam-nguoi-mai-moi.jpg,https://www.nettruyenup.com/truyen-tranh/toi-khong-muon-lam-nguoi-mai-moi-75600
Nàng Dâu Thượng Quỷ Tokyo,Chapter 20,"Thể loại:Action, Comedy, Manga, Romance, Slice of Life",Tình trạng:Đang tiến hành,Bình luận:270,Tác giả:Nakama Tadashi,"Mười năm trước, chàng trai trẻ Jinta hứa sẽ kết hôn với một cô gái. Và giờ anh ấy đã trưởng thành, một cô gái Oni lập dị xuất hiện trước cửa nhà anh ấy! Một bộ manga chiến đâu iu đương vui nhộn!",//st.nettruyenup.com/data/comics/193/nang-dau-thuong-quy-tokyo.jpg,https://www.nettruyenup.com/truyen-tranh/nang-dau-thuong-quy-tokyo-71873
Quyến rũ papa của nhân vật phản diện,Chapter 123,"Thể loại:Comedy, Fantasy, Manhwa, Ngôn Tình, Romance, Truyện Màu",Lượt xem:25M,Theo dõi:156K,Tình trạng:Đang tiến hành,"Tôi qua đời sau một vụ tai nạn xe buýt và được xuyên không vào một quyển tiểu thuyết. Cơ mà đó là thời điểm trước khi các nhân vật chính được chào đời cơ! Tôi cố ngăn cản vụ bắt cóc chị ruột của mình... và tự dưng tôi lại trở thành nạn nhân thay thế?! Để ngăn ngừa những sự kiện xấu sắp sửa xảy ra, và cũng để cứu bản thân thoát khỏi một cái kết bi thảm, tôi quyết tâm phải cưới bằng được gã đàn ông đã bắt cóc mình!",//st.nettruyenup.com/data/comics/74/quyen-ru-papa-cua-nhan-vat-phan-dien.jpg,https://www.nettruyenup.com/truyen-tranh/quyen-ru-papa-cua-nhan-vat-phan-dien-295370
Tenohira Kaitaku Mura de Isekai Kenkokuki: Fueteku Yome-tachi to Nonbiri Mujintou Life,Chapter 21.2,Tình trạng:Đang tiến hành,Bình luận:1.031,Ngày cập nhật:1 ngày trước,Lượt xem:1.445K,"Chuyện kể về một thanh niên bệnh tật từ nhỏ,không thể sống qua tuổi 20 được tái sinh ở một thế giới khác",//st.nettruyenup.com/data/comics/193/tenohira-kaitaku-mura-de-isekai-kenkokuk-5026.jpg,https://www.nettruyenup.com/truyen-tranh/tenohira-kaitaku-mura-de-isekai-kenkokuki-fueteku-yome-tachi-to-nonbiri-mujintou-life-193930
"Ông Xã Kết Hôn Thử, Mạnh Thêm Chút Nữa Đi",Chapter 581,"Thể loại:Drama, Manhua, Ngôn Tình, Romance, Truyện Màu",Lượt xem:144M,Theo dõi:192K,Tình trạng:Đang tiến hành,"Nhóm dịch: Sang Chảnh Team Truyện chữ: Thí Hôn Lão Công, Cần Giúp Sức Giới thiệu: Đêm trước ngày tân hôn, chính người bạn thân của mình và vị hôn phu lên giường với nhau. Cô như muốn ngất đi, sau đó túm lấy người đàn ông đang đứng trước cục dân chính: ""Mặc tổng, cô dâu của anh chưa tới, chú rể của tôi cũng chạy mất, hay là... mình kết hôn với nhau đi?"". Trước khi kết hôn, cô nói: ""Cho dù ngủ trên cùng một cái giường thì chúng ta cũng sẽ không ""có gì cả!"" Sau khi kết hôn, anh nói: ""Không thử thì sao mà biết được?"" Sở khanh, kẻ giả tạo, haters, đối thủ cạnh tranh... kẻ nào vác mặt tới xử luôn kẻ đấy, để cho các người xem tôi của ngày xưa từng bước lật đổ thế cờ như thế nào! Link page : https://www.facebook.com/sangchanhteam/",//st.nettruyenup.com/data/comics/215/ong-xa-ket-hon-thu-manh-them-chut-nua-di-3384.jpg,https://www.nettruyenup.com/truyen-tranh/ong-xa-ket-hon-thu-manh-them-chut-nua-di-288870
Trước khi em trở thành quái vật,Chapter 49,"Thể loại:Drama, Manga, Mystery, Psychological, Seinen, Slice of Life, Supernatural",Tình trạng:Đang tiến hành,Bình luận:542,Tác giả:Sano Takashi,"Một vụ khủng bố tồi tệ nhất trong lịch sử đã xảy ra tại một nhà ga ở Tokyo vào cuối năm. Vụ thảm sát đã khiến cho 666 người thương vong đó được gọi theo tên của một con ác quỷ, ""666 - The Beast"". Hung thủ, người gây ra thảm kịch đã tử vong tại chỗ đó chính là Kido Kotone một nữ diễn viên trẻ nổi tiếng 25 tuổi. Và là người bạn thời thơ ấu duy nhất của “tôi”. ... Tại sao em ấy lại trở thành một con quái vật tàn nhẫn như vậy? Lẽ nào thật sự không có cách để ngăn chặn thảm kịch đó? Ngăn chặn ác tính của một con người?",//st.nettruyenup.com/data/comics/251/truoc-khi-em-tro-thanh-quai-vat.jpg,https://www.nettruyenup.com/truyen-tranh/truoc-khi-em-tro-thanh-quai-vat-74235
Hôn thê nhạt nhẽo của tôi chỉ đáng yêu khi ở nhà,Chapter 2,"Thể loại:Comedy, Manga, Romance, School Life, Slice of Life",Lượt xem:47K,Theo dõi:3.594,Tình trạng:Đang tiến hành,Đây là câu chuyện romcom giữa nam chính bình thường với hôn thê lồng tiếng cho waifu của mình.,//st.nettruyenup.com/data/comics/203/hon-the-nhat-nheo-cua-toi-chi-dang-yeu-k-4168.jpg,https://www.nettruyenup.com/truyen-tranh/hon-the-nhat-nheo-cua-toi-chi-dang-yeu-khi-o-nha-67787
Làm Bạn Với Cô Gái Đáng Yêu Thứ Hai Lớp,Chapter 7.1,"Thể loại:Comedy, Drama, Manga, Romance, School Life, Slice of Life",Tình trạng:Đang tiến hành,Bình luận:282,Tác giả:Takata,"Một câu chuyện hài lãng mạn ngọt ngào bắt nguồn từ mối quan hệ bạn bè bí mật!Tôi là Maehara Maki, đã không có bạn bè, hay thậm chí là người quen khi bước vào cao trung, cuối cùng bây giờ cũng đã có bạn đi chơi ở ngoài trường. Đó là một cô gái.Cô ấy tên là Asanagi. Đám con trai hay gọi cô ấy là “Cô gái đáng yêu thứ hai trong lớp”.Cứ vào thứ sáu, cô ấy lại từ chối lời mời của bạn thân Amami, và đến nhà tôi chơi.Vừa chơi game, xem phim, đọc manga, vừa uống Coca, ăn đồ ăn nhanh được ship đến như Hamburger hay Pizza. Đó là khoảng thời gian ăn chơi của tôi và Asanagi-san, nhưng nó cũng là một bí mật rất quan trọng.",//st.nettruyenup.com/data/comics/169/lam-ban-voi-co-gai-dang-yeu-thu-hai-lop.jpg,https://www.nettruyenup.com/truyen-tranh/lam-ban-voi-co-gai-dang-yeu-thu-hai-lop-68777
Solo Leveling SS3,Chapter 7,Tình trạng:Đang tiến hành,Bình luận:4.525,Ngày cập nhật:1 ngày trước,Lượt xem:1.164K,,//st.nettruyenup.com/data/comics/188/solo-leveling-ss3.jpg,https://www.nettruyenup.com/truyen-tranh/solo-leveling-ss3-777562
Huyền Thoại Tái Xuất,Chapter 32,"Thể loại:Action, Manhwa, Martial Arts, Truyện Màu, Webtoon",Lượt xem:1.486K,Theo dõi:28K,Tình trạng:Đang tiến hành,"Võ sĩ huyền thoại Han-Jun Park. Một số tiền khổng lồ được đưa cho anh ta, người đang thất vọng vì không còn gì để mất. Mắt đổi mắt, răng đổi răng! Tao chắc chắn sẽ trả lại cho mày tất cả những gì tao đã phải chịu đựng! Nợ máu phải trả bằng máu!!!",//st.nettruyenup.com/data/comics/63/huyen-thoai-tai-xuat-3745.jpg,https://www.nettruyenup.com/truyen-tranh/huyen-thoai-tai-xuat-67903
Những Ranker cấp S mà tôi nuôi dưỡng,Chapter 74,"Thể loại:Action, Adventure, Comedy, Fantasy, Manhwa, Supernatural",Lượt xem:8.292K,Theo dõi:113K,Tình trạng:Đang tiến hành,"Truyện này đéo có ĐAM! OK? Một thợ săn Hạng F. Hơn thế nữa, là một người anh trai Hạng F, kẻ không bao giờ bắt kịp người em Hạng S tuyệt vời của mình. Sau khi sống một cuộc đời tồi tệ thậm chí huỷ hoại cuộc sống của em trai mình, tôi đã chọn giải pháp như sau: ""Người bảo hộ hoàn hảo"" Phải, lần này thay vì trở nên xấu xa, tôi sẽ âm thầm hỗ trợ những người có khả năng. Đó là những gì tôi nghĩ. Thế nhưng những Hạng S có vẻ...kì lạ.",//st.nettruyenup.com/data/comics/150/nhung-ranker-cap-s-ma-toi-nuoi-duong.jpg,https://www.nettruyenup.com/truyen-tranh/nhung-ranker-cap-s-ma-toi-nuoi-duong-526303
Thăng Cấp Cùng Thần,Chapter 70,"Thể loại:Action, Adventure, Fantasy, Manhwa, Supernatural, Truyện Màu, Webtoon",Lượt xem:7.898K,Theo dõi:106K,Tình trạng:Đang tiến hành,"Một ngày nọ, những vị Thần tới từ thế giới khác, những Ngoại Giới Chi Thần bao gồm “Tuyệt Vọng Vươn Tới Tận Trời Xanh”, “Sự U Ám Mắc Kẹt Lại Trong Đầm Lầy”, “Kẻ Không Thể Được Sinh Ra”, “Tai Ương Ngu Xuẩn” bỗng dưng xuất hiện. Chỉ cần nhìn vào chúng thôi cũng là đủ để những con người bình thường mất đi mạng sống của mình rồi... Sau hàng năm trời chiến đấu, những vị thần sống sót cuối cùng đã đi tới một kết luận. “Một kẻ Nội Giới không bao giờ có thể đánh bại một kẻ Ngoại Giới.” Trong lúc đó, Chronos, một thực thể thần thánh có thể thao túng thời gian, đã hi sinh bản thân để quay ngược Dòng Thời Gian, cho toàn thể sinh mệnh Nội Giới một cơ hội nữa. Kim YuWon - nhân loại mang niềm hi vọng của các vị thần đã được chọn để quay về quá khứ. “Một kẻ Nội giới không bao giờ có thể đánh bại một kẻ Ngoại giới à? nhưng kể cả có là vậy thì ta nhất định vẫn sẽ chiến thắng!""",//st.nettruyenup.com/data/comics/128/thang-cap-cung-than.jpg,https://www.nettruyenup.com/truyen-tranh/thang-cap-cung-than-454409
Huyền Thoại Game Thủ - Tái Xuất,Chapter 97,"Thể loại:Action, Adventure, Comedy, Fantasy, Manhwa, Shounen, Truyện Màu",Lượt xem:10M,Theo dõi:111K,Tình trạng:Đang tiến hành,"Vào thời kỳ đầu của game thực tế ảo đã xuất hiện một nhân vật bất bại. Tuy nhiên, anh ta đột nhiên biến mất mà không ai rõ lý do. Giờ đây, anh ta đã quay lại sau một thời gian vắng bóng.",//st.nettruyenup.com/data/comics/83/huyen-thoai-game-thu-tai-xuat.jpg,https://www.nettruyenup.com/truyen-tranh/huyen-thoai-game-thu-tai-xuat-446273
Biên Niên Sử Của Thiên Quỷ,Chapter 199,Tình trạng:Đang tiến hành,Bình luận:2.937,Ngày cập nhật:3 ngày trước,Lượt xem:12M,,//st.nettruyenup.com/data/comics/132/bien-nien-su-cua-thien-quy.jpg,https://www.nettruyenup.com/truyen-tranh/bien-nien-su-cua-thien-quy-329002
Thiên Tài Kiếm Thuật Của Gia Tộc Danh Giá,Chapter 47,Tình trạng:Đang tiến hành,Bình luận:1.270,Ngày cập nhật:3 ngày trước,Lượt xem:1.867K,"Baek Woojin,con trai út của một gia tộc kiếm thuật danh giá, người không có cả tài năng kiếm pháp lẫn khí chất siêu phàm. Mặc dù bị nhục mạ và giết chết bởi chính gia tộc của mình, cậu đã hồi quy trở thành chủ nhân của một thanh kiếm ma thuật. Mục đích duy nhất của cậu là sự sụp đổ của chính gia tộc mình.",//st.nettruyenup.com/data/comics/47/thien-tai-kiem-thuat-cua-gia-toc-danh-gi-7795.jpg,https://www.nettruyenup.com/truyen-tranh/thien-tai-kiem-thuat-cua-gia-toc-danh-gia-64047
Hồi Quy Vô Giá Trị,Chapter 57,"Thể loại:Action, Adventure, Chuyển Sinh, Manhwa, Martial Arts, Truyện Màu",Lượt xem:2.768K,Theo dõi:41K,Tình trạng:Đang tiến hành,"Một học sinh trung học bình thường, Lee Sungmin, đã bị triệu hồi tới một thế giới mang tên “Eria”. Dù không có tài năng hay sức mạnh gì, cậu cũng đã trụ qua được cả vài chục năm, nhưng rồi cuối cùng lại vẫn phải chết thê thảm. Tuy nhiên, trước khi chết, do tình cờ đạt được “Đá tiền kiếp” mà cậu đã có được cơ hội hồi quy lại về kiếp trước. Sống lại cuộc đời bất tài vô dụng, không thể tiếp cận được những thiên tài do những bức “tường” quanh họ, cũng như do có cảm giác mình kém cạnh hơn, nhưng cậu vẫn cố hết sức bước tiếp về phía trước với quyết tâm cao độ, thề rằng sẽ sống cuộc đời tốt hơn ở kiếp trước của mình dù phải khổ sở tới thế nào đi nữa!",//st.nettruyenup.com/data/comics/144/hoi-quy-vo-gia-tri.jpg,https://www.nettruyenup.com/truyen-tranh/hoi-quy-vo-gia-tri-603072
Học Viện Tối Thượng,Chapter 41,Tình trạng:Đang tiến hành,Bình luận:2.814,Ngày cập nhật:3 ngày trước,Lượt xem:2.908K,"SeoJoon, người đã làm việc tiết kiệm để trả món nợ của cha mẹ đã khuất và theo học tại một học viện thợ săn, cuối cùng lại phải dành toàn bộ số tiền tiết kiệm để phẫu thuật do một tai nạn đáng tiếc. Trong khoảnh khắc tuyệt vọng của anh ấy, một thông báo kỳ lạ đã phát ra. [Bạn cũng có thể trở thành một người thức tỉnh!] Anh quyết định đăng ký vì anh không còn gì để mất. [Ông. Kim SeoJoon, chào mừng đến với Học viện Transcension.] Học viện thợ săn này ở một 'chiều không gian' khác với các học viện thợ săn khác! Trong thời đại giáo dục của thợ săn tư nhân, bạn cũng có thể trở thành một 'siêu nhân'!",//st.nettruyenup.com/data/comics/229/hoc-vien-toi-thuong.jpg,https://www.nettruyenup.com/truyen-tranh/hoc-vien-toi-thuong-64997
Con Trai Út Của Đại Pháp Sư Lừng Danh,Chapter 40,"Thể loại:Action, Manhwa, Truyện Màu",Lượt xem:1.926K,Theo dõi:33K,Tình trạng:Đang tiến hành,"Một cốt truyện mỏng manh và một bối cảnh rác. Một chuỗi từ quá xấu hổ để gọi một cuốn tiểu thuyết. Tuy nhiên, tôi đã kết thúc bên trong những trang của cuốn tiểu thuyết mà tôi đã viết. Và trong vai Rasen Mayten không kém, một đứa con hoang của một nhân vật phụ bị sát hại ở tuổi 17.",//st.nettruyenup.com/data/comics/247/con-trai-ut-cua-dai-phap-su-lung-danh.jpg,https://www.nettruyenup.com/truyen-tranh/con-trai-ut-cua-dai-phap-su-lung-danh-71927
Con Trai Út Huyền Thoại Nhà Hầu Tước,Chapter 57,"Thể loại:Action, Adventure, Chuyển Sinh, Manhwa, Mystery, Truyện Màu",Tình trạng:Đang tiến hành,Bình luận:4.432,Tác giả:Golem Factory,"Ta tới đây chỉ với mục đích trả thù Ta đã lật đổ vương triều Tulkan đã thống trị cả một lục địa. Ta luôn là kẻ chiến thắng. Ta đã đạt được mọi thứ ta ước muốn và thoả mãn với điều đó. Đó là lý do ta chấp nhận cái chết đang đến gần. Ta không còn lý do gì để sống. Vậy nên tim ta đã ngừng đập. Ta cảm nhận được nó đã ngừng đập. Nhưng mà, chuyện quái gì đây? “Nó không phải ma thuật hắc ám và cũng chẳng giống ảo ảnh.” Hình ảnh một cậu bé có mái tóc đen ngắn trong gương. Ta trông giống hệt như khi ta 14 tuổi của 20 năm trước. Một cậu thiếu niên vẫn chưa mất đi vẻ bụ bẫm của mình, đang vỗ má và lẩm bẩm, “Sao chuyện này có thể chứ?”. Ta đã trở về. Khoảng thời gian tràn đầy hối tiếc của mình.",//st.nettruyenup.com/data/comics/221/con-trai-ut-huyen-thoai-nha-hau-tuoc.jpg,https://www.nettruyenup.com/truyen-tranh/con-trai-ut-huyen-thoai-nha-hau-tuoc-598705
Võ Học Miền Viễn Tây,Chapter 22,Tình trạng:Đang tiến hành,Bình luận:236,Ngày cập nhật:3 ngày trước,Lượt xem:136K,"Trong một thế giới mà đế chế nhà Hán chưa bao giờ sụp đổ, võ thuật là một sức mạnh dùng để vắt khô dân chúng. Vì vậy, khi một lục địa mới được phát hiện, cả thiện và ác đều chạy trốn đến đó định cư và thoát khỏi sự bạo ngược của Hoàng đế, mở ra kỷ nguyên của một miền Tây hoang dã võ thuật. Trong biên cương đầy sóng gió, Zhang Qian là một người đàn ông tái sinh từ thế giới hiện đại, nhưng thế giới mới của anh ta không giống như thế giới thần tiên mà anh ta mơ ước khi đọc tiểu thuyết võ hiệp.  Mặc dù các môn võ trong thế giới mới của anh ấy rất mạnh mẽ, chúng cũng quá thô và thiếu thanh lịch. Và thế là Qian bắt đầu hành trình đến lục địa mới vì ước mơ đưa võ thuật chân chính trở lại thế giới võ thuật mới này.",//st.nettruyenup.com/data/comics/250/vo-hoc-mien-vien-tay.jpg,https://www.nettruyenup.com/truyen-tranh/vo-hoc-mien-vien-tay-70650
Công Tước Bạch Long,Chapter 72,Tình trạng:Đang tiến hành,Bình luận:2.619,Ngày cập nhật:3 ngày trước,Lượt xem:3.359K,"Sinh ra là người kế vị của một gia đình quý tộc hạng thấp, Raven Varte bị gán cho tội danh âm mưu nổi dậy chống lại hoàng gia. Để được ân xá, hắn được cử đi chiến đấu với lũ quái vật cùng với quân đoàn tồi tàn nhất trong vương quốc, quân đoàn quỷ. Hầu hết mọi người đều nói đó là nơi không ai có thể sống nổi đến 10 năm, nhưng bằng cách nào đó mà Raven đã cố gắng sống sót trong 10 năm. Khi sự tự do đang gần ngay trước mắt, trong trận chiến cuối cùng của mình, hắn gặp Người kế nhiệm của gia tộc - công tước Pendragon, Ellen Pendragon",//st.nettruyenup.com/data/comics/105/cong-tuoc-bach-long.jpg,https://www.nettruyenup.com/truyen-tranh/cong-tuoc-bach-long-556570
Bậc Thầy Phép Thuật Ở Thế Giới Võ Lâm,Chapter 21,Tình trạng:Đang tiến hành,Bình luận:274,Ngày cập nhật:2 ngày trước,Lượt xem:462K,,//st.nettruyenup.com/data/comics/255/bac-thay-phep-thuat-o-the-gioi-vo-lam.jpg,https://www.nettruyenup.com/truyen-tranh/bac-thay-phep-thuat-o-the-gioi-vo-lam-76799
Cảnh Sát Thiên Tài Chuyển Sinh,Chapter 19,"Thể loại:Action, Manhwa, Truyện Màu",Lượt xem:247K,Theo dõi:7.801,Tình trạng:Đang tiến hành,,//st.nettruyenup.com/data/comics/101/canh-sat-thien-tai-chuyen-sinh.jpg,https://www.nettruyenup.com/truyen-tranh/canh-sat-thien-tai-chuyen-sinh-78949
Kakkou no Iinazuke,Chapter 106,"Thể loại:Comedy, Manga, Romance, School Life, Shounen, Slice of Life",Tình trạng:Đang tiến hành,Bình luận:4.111,Tác giả:Yoshikawa Miki,"Hai đứa trẻ khi sinh ra đã bị trao nhầm cha mẹ!? Một bên là học sinh giỏi gương mẫu được nuôi lớn bởi một gia đình TỪNG LÀM ĐẦU GẤU ở trường, còn một bên là bánh bèo ngốc nghếch sống trong GIA ĐÌNH GIÀU CÓ!? Cuộc gặp gỡ của hai người họ là một khởi đầu cho số phận dở khóc dở cười P/s: Đây là một trong 3 oneshot đã được tác giả đăng trên tạp chí Weekly Shonen Magazine (với mục đích là từ 1 trong 3 oneshot đó sẽ được lên kệ thành series vào năm 2020) , và cũng là oneshot có lượt tương tác và thích nhiều nhất, nên chúng ta có thể phần nào hóng bộ này được lên series chứ nhỉ  (và 7 Fingers Team sẽ dịch bộ này khi nào có thông báo  tôi hóng cũng phải được gần 4 tháng rồi đấy  )Ủng hộ nhóm dịch tại: ..",//st.nettruyenup.com/data/comics/202/kakkou-no-iinazuke.jpg,https://www.nettruyenup.com/truyen-tranh/kakkou-no-iinazuke-265700
Người Đẹp Và Quái Thú,Chapter 109,"Thể loại:Cổ Đại, Drama, Historical, Manhwa, Ngôn Tình, Romance, Truyện Màu, Webtoon",Lượt xem:5.666K,Theo dõi:50K,Tình trạng:Đang tiến hành,"Tên khác: The Lady And The Beast 100 năm sau cái chết của cô, nữ hoàng Martina, người thành lập nên Đế chế Carabella, đã tái sinh thành Astina Lette, con gái của một Bá tước. Tuy nhiên, cuộc sống bình yên ngày thường của cô với tư cách là một tiểu thư quý tộc, hoàn toàn trái ngược với cuộc sống trước đây của cô, nó thực sự rất ngắn ngủi. Công việc kinh doanh của cha thất bại, dẫn đến nhà có nguy cơ bị phá sản. Astina quyết định thay chị mình Kanna kết hôn với Đại Công tước Theodore để cứu gia đình thoát khỏi khủng khoảng đó. Nhưng nhà Theodore đó bị dính phải lời nguyền là sẽ phải mang hình dáng của một con quái vật, và không ai nghĩ cô có thể sống sót nổi qua đêm đó với anh ta… Tuy nhiên, bất chấp mọi khó khăn, cô đã dùng khả năng kiếm thuật ấn tượng của mình để chiến đấu với con quái vật đó và đã sống sót. Theo thời gian, một mối quan hệ dần dần hình thành giữa hai người họ khi cô gọi anh ta là thú cưng của mình..",//st.nettruyenup.com/data/comics/120/nguoi-dep-va-quai-thu.jpg,https://www.nettruyenup.com/truyen-tranh/nguoi-dep-va-quai-thu-454323
Onii-Chan Wa Oshimai,Chapter 68,"Thể loại:Comedy, Gender Bender, Manga, Sci-fi, Slice of Life",Lượt xem:4.212K,Theo dõi:18K,Tình trạng:Đang tiến hành,"Thấy Neet Onii-chan ở mãi trong phòng suốt 2 năm, Imotou biến thím ấy thành gái luôn",//st.nettruyenup.com/data/comics/90/onii-chan-wa-oshimai.jpg,https://www.nettruyenup.com/truyen-tranh/onii-chan-wa-oshimai-177540
Shibuya Kingyo,Chapter 41.5,"Thể loại:Action, Adult, Adventure, Drama, Fantasy, Horror, Manga, Mature, School Life, Sci-fi",Lượt xem:3.497K,Theo dõi:13K,Tình trạng:Đang tiến hành,"Tsukiyoda, một chàng trai nhút nhát, không thể hòa nhập được với cuộc sống hiện đại, sau khi giúp đỡ cô bạn nổi tiếng cùng trường và được trả công bằng bữa trưa. Những tưởng cuộc sống của mình đã thay đổi, nhưng không mọi thứ thay đổi",//st.nettruyenup.com/data/comics/89/shibuya-kingyo.jpg,https://www.nettruyenup.com/truyen-tranh/shibuya-kingyo-172410
Initial D,Chapter 448,Tác giả:Shigeno Shuichi,Lượt xem:545K,Theo dõi:1.939,Tình trạng:Đang tiến hành,"Thế giới đua xe tốc độ, thế giới của những con người luôn luôn đùa giỡn với tử thần, một khi bước chân vào vạch xuất phát họ phải đặt cược cả sinh mạng của mình để giành lấy vinh quang chiến thắng. Câu chuyện kể về một chiếc xe mang nhãn hiệu 86 huyền thoại có tốc độ di chuyển như sấm sét được mệnh danh là “Bóng ma của núi Akina” cùng với con đường chinh phục đỉnh cao của thế giới đua xe mạo hiểm của một cậu bé 18 tuổi Takumi Fujiwara. Được thừa hưởng dòng máu từ một tay đua siêu phàm, Takumi sớm đã bộc lộ năng lực và tố chất bẩm sinh khi chỉ mới 13 tuổi, dưới sự dìu dắt của cha mình cậu đã nhanh chóng hoàn thiện các kỹ năng bậc nhất trong nghệ thuật đua xe. Tuy vậy nhưng trái ngược hoàn toàn với tài năng của mình cậu lại không hề thích thế giới này. Cuộc đời Takumi tưởng chừng như sẽ trôi qua một cách yêm ả, nhưng rồi điều gì phải đến đã đến, trong một lần đi giao hàng giúp cha mình cậu đã tình cờ đánh bại một cao thủ hạng nhất trong giới đua xe. Sau sự kiện đó, huyền thoại về “Bóng ma núi Akina” ngày càng lan rộng ra khắp vùng Kantou, đối thủ cứ nối tiếp nhau xuất hiện khiêu chiến với cậu và con đường chinh phục đỉnh cao của giới đua xe bắt đầu…",//st.nettruyenup.com/data/comics/98/initial-d.jpg,https://www.nettruyenup.com/truyen-tranh/initial-d-26580
