titles,discripsion,lastest_Chap,condition,view,follow,link 
The Vampire,Tôi là một Vampire khát máu. Nhưng đó phải là máu của định mệnh đời tôi. Và thật bình dương khi mà định mệnh đó lại đến từ một Anti Fan!!?,Chapter 2,Tình trạng: Đang Cập Nhật,"Lượt xem: 4,642",Lượt theo dõi: 108,https://truyenqqhot.com/truyen-tranh/the-vampire-13772
Isekai Shoukan Wa Nidome Desu,"Khi thế giới ""Eclair"" đang trong cơn nguy kịch của chiến tranh giữa Human, Beastman và chủng tộc Demon. Một người đàn ông đã được triệu hồi để cứu thế giới, và ông thực sự đã cứu được thế giới đúng như nhiệm vụ của mình và trở về Vương Quốc loài người. Nhưng những gì đợi ông là cái bẫy của Đức Vua, ...",Chapter 36.5,Tình trạng: Đang Cập Nhật,"Lượt xem: 899,165","Lượt theo dõi: 7,041",https://truyenqqhot.com/truyen-tranh/isekai-shoukan-wa-nidome-desu-5241
Công Chúa Ashtarte,"“Đế chế Firenze sẽ gặp ánh sáng và bóng tối mới, nhưng bóng tối sẽ nuốt chửng ánh sáng và đưa đế chế đến chỗ hủy diệt.” Trong một gia đình hoàng gia được ca tụng vì những chiếc khóa bạc của họ, mái tóc đen độc đáo của Công chúa Ashtarte ngay lập tức bị coi là điềm xấu. Với việc gia đình xa lánh cô v...",Chapter 31,Tình trạng: Đang Cập Nhật,"Lượt xem: 265,122","Lượt theo dõi: 1,511",https://truyenqqhot.com/truyen-tranh/cong-chua-ashtarte-12633
Cô Y Tế Tsumuri,"Cô y tá hay ngất xỉu, lười biếng, chậm chạp, lơ đễnh",Chapter 9,Tình trạng: Đang Cập Nhật,"Lượt xem: 25,633",Lượt theo dõi: 151,https://truyenqqhot.com/truyen-tranh/co-y-te-tsumuri-6853
The Reincarnated Inferior Magic Swordsman,"Một nhân viên văn phòng bình thường-Toru Mizunori, vì một sự cố nên đã rơi vào ""vết nứt không gian"" và gặp chúa....(nói chung là thuộc thể loại isekai :vvv)",Chapter 67,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,695,668","Lượt theo dõi: 8,464",https://truyenqqhot.com/truyen-tranh/the-reincarnated-inferior-magic-swordsman-10567
"She Was Actually My Stepsister ~Recently, The Sense Of Distance Between Me And My New Stepbrother Is Incredibly Close~","Theo dự định, bố tôi định tái hôn cùng với một cô vợ mới. Thoạt đầu tôi cũng định không đồng ý đâu, ai ngờ được lên chức anh trai nên chấp thuận cả hai tay luôn. Cữ ngỡ đứa em nhút nhát, tsun của tôi là con trai, mà nào ngờ em nó lại là nữ!! Không sao, tôi sẽ khiến cho em cảm thấy hạnh phúc dù bất c...",Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 13,700",Lượt theo dõi: 283,https://truyenqqhot.com/truyen-tranh/she-was-actually-my-stepsister-recently-the-sense-of-distance-between-me-and-my-new-stepbrother-is-incredibly-close-13762
Ngược Đãi Mẹ Kế,"Ngư Tiểu Du xuyên qua thành nữ phụ độc ác mà mình viết trong văn bản H, quyến rũ nam chủ hãm hại nữ chủ cuối cùng bị phản diện trầm hải cho cá ăn?! Để sống không chỉ phải né tránh cảnh quay còn phải ngăn chặn nhân vật phản diện hắc hóa QAQ bận rộn lại vui vẻ phanh điêu khắc cát hàng ngày bắt đầu từ ...",Chapter 19,Tình trạng: Đang Cập Nhật,"Lượt xem: 91,838",Lượt theo dõi: 597,https://truyenqqhot.com/truyen-tranh/nguoc-dai-me-ke-12653
Cường Giả Tuyệt Thế Chỉ Muốn Làm Ruộng,"Trần Phàm xuyên qua võ đạo thế giới, chẳng những thảm tao hệ thống vứt bỏ, vẫn là không có Võ Hồn phế vật, bất đắc dĩ chỉ có thể làm hèn mọn nhất phàm nhân. Lại không biết, trong nhà tất cả đều là thần vật, nước tắm đều là linh tuyền. Giúp hắn đất cày chính là long tộc Thái tử. Vườn rau tưới nước ch...",Chapter 50,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,085,414","Lượt theo dõi: 6,298",https://truyenqqhot.com/truyen-tranh/cuong-gia-tuyet-the-chi-muon-lam-ruong-12955
Sự Trở Lại Của Anh Hùng Diệt Thế,"Từng là 1 kẻ có gia đình êm ấm trước khi được triệu hồi tới dị giới để trở thành anh hùng, từng là anh hùng cứu dị giới nhưng sau đó lại trở thành một kẻ chẳng còn gì ở chính thế giới của mình. Tại sao ta phải chịu đau khổ như vậy chứ? Tại sao người khác lại hạnh phúc hơn ta?! Các ngươi phải là kẻ c...",Chapter 65.5,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,122,396","Lượt theo dõi: 4,464",https://truyenqqhot.com/truyen-tranh/su-tro-lai-cua-anh-hung-diet-the-11277
Tôi Trở Lại Thăng Cấp Một Mình,"Tất cả có 120 triệu người biến mất khắp thế giới. [Bạn phải thực hiện nhiệm vụ cuối cùng thành công, và sẽ được nhận phần thưởng là: ‘Được trở về’.] Trong 22 năm, Yoon Sang Huyk, cuối cùng đã có thể đánh bại trò chơi sống còn tàn bạo nhất. Người đàn ông đã trở thành ‘một người đàn ông chiếu đấu đơn ...",Chapter 137,Tình trạng: Đang Cập Nhật,"Lượt xem: 2,604,427","Lượt theo dõi: 10,907",https://truyenqqhot.com/truyen-tranh/toi-tro-lai-thang-cap-mot-minh-10438
Mở Đầu Nữ Đế Làm Chính Cung,"Người Địa Cầu Tiêu Thiên tại sinh tử tồn vong thời khắc, bị Nữ Đế Tử Nhược Yên triệu hoán đến Đại Viêm vương triều trở thành phu quân của nàng, còn được cái ""Mạnh nhất chí tôn hệ thống"", nhưng Tiêu Thiên chỉ muốn làm một cái Nữ Đế chung cực cơm mềm thân vương a! Cho nên hắn quyết đoán cự tuyệt hệ th...",Chapter 50,Tình trạng: Đang Cập Nhật,"Lượt xem: 990,077","Lượt theo dõi: 5,235",https://truyenqqhot.com/truyen-tranh/mo-dau-nu-de-lam-chinh-cung-13563
Hôm Nay Từ Chối Lục Tiên Sinh Chưa?,"Cố Y Tuyết rơi vào bẫy do nam thần Lục Lệ Dương giăng ra, phải làm vợ của tổng tài bá đạo. Đáng tiếc, cô không phải là một bông hoa ngoan ngoãn đáng thương. Muốn chinh phục cô ấy? Phải để cô thuần phục ngược lại tính dã thú đã.",Chapter 128,Tình trạng: Đang Cập Nhật,"Lượt xem: 573,375","Lượt theo dõi: 2,810",https://truyenqqhot.com/truyen-tranh/hom-nay-tu-choi-luc-tien-sinh-chua-11386
Vụng Trộm Giấu Không Được,"Năm đó, trong lòng Tang Trĩ vụng trộm chứa một người, thích phải bạn của anh trai Đoạn Gia Hứa, cái anh đó có đôi mắt hoa đào rất đẹp, hờ hững gọi cô ấy “này nhóc”, ngỡ ngàng của lần gặp đầu luôn khiến Tang Trĩ nhịn không nổi muốn lại gần, nhưng cách biệt 7 tuổi như thể lại là danh giới khiến họ khô...",Chapter 68.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,005,293","Lượt theo dõi: 5,688",https://truyenqqhot.com/truyen-tranh/vung-trom-giau-khong-duoc-11460
Đạo Sĩ Giang Hồ,"Một hôm Main gặp tai nạn > xuyên không về 1 thế giới Murim và thấy mình được sinh ra với hình hài một đứa bé đạo sĩ! Có một thời tôi ở cửu phái nhất môn, nhưng bây giờ thì ở Chung Nam phái, một môn phái đang dần trở nên yếu thế. Tôi được đặt tên là 'Geon Chung', dùng những kiến thức của kiếp để...",Chapter 81,Tình trạng: Đang Cập Nhật,"Lượt xem: 804,459","Lượt theo dõi: 4,282",https://truyenqqhot.com/truyen-tranh/dao-si-giang-ho-10592
Ôm Khẩn Tiểu Mã Giáp Của Tôi,"Nhà giàu Lục Gia gặp cảnh trớ trêu rằng đứa con gái nuôi hơn chục năm hóa ra chỉ là đồ giả! Hoắc Yểu vừa mới xuyên qua liền xách hành lý cùng thiên kim tiểu thư hang thật mỗi người ai trở về nhà nấy. Nhưng mà, nhìn chiếc thẻ đen không giới hạn mà ba ruột đưa tới, sau đó lại nhìn về phía các anh lớn ...",Chapter 170,Tình trạng: Đang Cập Nhật,"Lượt xem: 2,307,105","Lượt theo dõi: 5,426",https://truyenqqhot.com/truyen-tranh/om-khan-tieu-ma-giap-cua-toi-12139
Chấp Sự Thỏ Cụp Tai,"Trong thế giới ABO, Chim Ưng Alpha cấp cao Lục Thượng Cẩm không thể kiềm được tình yêu dành cho vệ sĩ thân cận của mình – Omega Thỏ Cụp Tai Ngôn Dật. Tình yêu giữa hai người luôn khiến người ngoài ghen tỵ. Nhưng khi nhiệt huyết tiêu tan, Ngôn Dật bị tổn thương sâu sắc vẫn giữ nguyên tình yêu chân th...",Chapter 35,Tình trạng: Đang Cập Nhật,"Lượt xem: 183,325",Lượt theo dõi: 708,https://truyenqqhot.com/truyen-tranh/chap-su-tho-cup-tai-13160
Cường Giả Đến Từ Trại Tâm Thần,,Chapter 160,Tình trạng: Đang Cập Nhật,"Lượt xem: 3,928,284","Lượt theo dõi: 11,891",https://truyenqqhot.com/truyen-tranh/cuong-gia-den-tu-trai-tam-than-11357
Đặc Công Thần Y Xuyên Không,"Đặc công đỉnh cấp, y võ song tuyệt, một triều xuyên việt trở thành nữ nhân nhà nông? Sống lại cả đời, người bên ngoài nói dung nhan nàng xấu xí, trời sinh ngốc nghếch? Hay là một tai tinh khắc chết chí thân? Nhưng nàng nửa đường nhặt được tướng công què là thủ phụ tương lai, lão nhân tiện tay cứu đư...",Chapter 39,Tình trạng: Đang Cập Nhật,"Lượt xem: 234,583","Lượt theo dõi: 1,777",https://truyenqqhot.com/truyen-tranh/dac-cong-than-y-xuyen-khong-12691
Trở Thành Tình Địch Của Các Nam Chính,"“Tớ sẽ sống cùng Irene suốt đời” Vì lời tỏ tình đầy nồng nhiệt của nữ chính nguyên tác Claudia mà ánh nhìn sắc lạnh của ba nam chính nguyên tác ghim vào tôi. Ánh nhìn đó là đang nhìn kẻ thù hả?!!! “Thôi thế là hỏng.” Vì nhân cách ba gã nam trong nguyên tác như shit, tôi phải bảo vệ Claudia khỏi chún...",Chapter 74,Tình trạng: Đang Cập Nhật,"Lượt xem: 502,874","Lượt theo dõi: 2,507",https://truyenqqhot.com/truyen-tranh/tro-thanh-tinh-dich-cua-cac-nam-chinh-12421
Aharen-San Wa Hakarenai,"Tác giả của bộ truyện Denkigai no Honya-san và Dansai Joshi, nay thêm một series mới hài ngắn về hai nhân vật Raidou và Aharen-san. Aharen là người có vấn đề cảm xúc, không xác định được làm thế nào để kết thân với người khác. Hãy xem và cảm nhận cảm xúc từng cung bậc nội tâm của cô bé và sự giúp đỡ...",Chapter 126,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,247,061","Lượt theo dõi: 5,198",https://truyenqqhot.com/truyen-tranh/aharen-san-wa-hakarenai-3733
Lạn Kha Kỳ Duyên,"Lạn Kha Kỳ Duyên là bộ tiên hiệp vô cùng thích hợp với những độc giả yêu thích cái thiện, đặc biệt có tác dụng chữa trị tâm hồn của những độc giả vừa tu ma xong Chuyện xưa kể rằng, có chàng tiều phu đốn củi trên núi Lạn Kha, tình cờ nhìn thấy hai ông lão đang đánh cờ. Chàng say mê đứng xem cả buổi t...",Chapter 196,Tình trạng: Đang Cập Nhật,"Lượt xem: 4,697,497","Lượt theo dõi: 12,600",https://truyenqqhot.com/truyen-tranh/lan-kha-ky-duyen-11161
"Kiều Mỵ Phu Lang, Tại Tuyến Lục Trà","Nữ chính xuyên việt tới thế giới nữ quyền, nữ nhân thi công danh làm quan làm tướng, cưới 5 7 phu lang.",Chapter 101,Tình trạng: Đang Cập Nhật,"Lượt xem: 336,698","Lượt theo dõi: 1,610",https://truyenqqhot.com/truyen-tranh/kieu-my-phu-lang-tai-tuyen-luc-tra-12045
Hồi Ức Trong Ngục Tối,"Hậu duệ của loài người sinh ra trong mê cung và lớn lên bằng sữa của quái vật, khi họ trở lại với sức mạnh đặc biệt và cơ thể mạnh mẽ, nhân loại đã gọi họ là những đứa trẻ trong ngục tối. Kim Jin-woo được sinh ra trong mê cung sâu nhất trong số đó.",Chapter 37,Tình trạng: Đang Cập Nhật,"Lượt xem: 349,959","Lượt theo dõi: 2,721",https://truyenqqhot.com/truyen-tranh/hoi-uc-trong-nguc-toi-13006
Ma Pháp Sư Tại Trường Học Pháp Thuật,,Chapter 28,Tình trạng: Đang Cập Nhật,"Lượt xem: 259,861","Lượt theo dõi: 2,410",https://truyenqqhot.com/truyen-tranh/ma-phap-su-tai-truong-hoc-phap-thuat-13378
Thiên Qua Thư Khố Đại Công Tử,,Chapter 11,Tình trạng: Đang Cập Nhật,"Lượt xem: 54,249",Lượt theo dõi: 769,https://truyenqqhot.com/truyen-tranh/thien-qua-thu-kho-dai-cong-tu-13568
Bản Chất Của Chuyển Sinh,"Gia tộc võ thuật vĩ đại nhất, Samion. Dayven, một thành viên của gia đình Samion, là một võ sĩ. Bất chấp sự chế giễu và khinh miệt vì chỉ có một cánh tay trái, anh đã vượt qua dòng dõi của gia đình Samion như một thiên tài. Tuy nhiên, cuối cùng anh lại bị gia đình và cha mẹ phản bội, kết cục không m...",Chapter 47,Tình trạng: Đang Cập Nhật,"Lượt xem: 961,118","Lượt theo dõi: 5,331",https://truyenqqhot.com/truyen-tranh/ban-chat-cua-chuyen-sinh-12759
Toàn Trí Độc Giả,"Chỉ mình tôi mới biết được kết cục của thế giới này. Vào một ngày nọ, nhân vật chính của chúng ta bị kẹt trong thế giới của bộ tiểu thuyết mà anh ấy yêu thích. Anh ấy sẽ làm gì để sống sót? Khi mà thế giới đó là nơi ngập tràn tai ương và hiểm nguy. Năng lực của anh ấy? Anh ấy biết mọi tình tiết của ...",Chapter 145,Tình trạng: Đang Cập Nhật,"Lượt xem: 3,821,952","Lượt theo dõi: 15,538",https://truyenqqhot.com/truyen-tranh/toan-tri-doc-gia-9702
Trở Thành Nhân Viên Cho Các Vị Thần,"Không có kỹ năng chuyên môn, Yu Damduk thất nghiệp, buộc phải nhận một công việc bán thời gian. Chán nản với cuộc sống thảm hại của mình, anh ta trút giận lên các vị thần, bị sét đánh và ngất đi. [Tuyển dụng] Chúa đang chờ đợi bạn. Khi tỉnh dậy, anh thấy một cửa sổ trạng thái trôi nổi trước mắt mình...",Chapter 21,Tình trạng: Đang Cập Nhật,"Lượt xem: 73,684",Lượt theo dõi: 980,https://truyenqqhot.com/truyen-tranh/tro-thanh-nhan-vien-cho-cac-vi-than-13722
Làm Lại Cuộc Đời,Tôi đã trở về từ bờ vực của cái chết ở tầng sâu nhất của một Hầm ngục được nhân loại coi là không thể vượt qua.,Chapter 30,Tình trạng: Đang Cập Nhật,"Lượt xem: 393,838","Lượt theo dõi: 3,468",https://truyenqqhot.com/truyen-tranh/lam-lai-cuoc-doi-13434
Cuộc Chiến Siêu Nhân,"Seo Moon-yup, một anh hùng đã cứu nhân loại và hy sinh bản thân, siêu nhân mạnh nhất. Khi anh đột ngột trở về một thế giới hòa bình 17 năm sau, người được biết là đã chết, một trận đại hồng thủy bắt đầu xảy ra trong môn thể thao siêu phàm  . Chân thực , hiện đại , giả tưởng , X thể thao X hành động!...",Chapter 39.5,Tình trạng: Đang Cập Nhật,"Lượt xem: 465,807","Lượt theo dõi: 2,834",https://truyenqqhot.com/truyen-tranh/cuoc-chien-sieu-nhan-12439
Kẻ Bất Bại,,Chapter 23,Tình trạng: Đang Cập Nhật,"Lượt xem: 117,899","Lượt theo dõi: 1,087",https://truyenqqhot.com/truyen-tranh/ke-bat-bai-13232
Bậc Thầy Phép Thuật Ở Thế Giới Võ Lâm,,Chapter 20,Tình trạng: Đang Cập Nhật,"Lượt xem: 114,613","Lượt theo dõi: 1,295",https://truyenqqhot.com/truyen-tranh/bac-thay-phep-thuat-o-the-gioi-vo-lam-13505
Thiên Ma Quân Sư,"""Sư phụ ơi, bài học tiếp theo là gì ạ?!!!"" Một thảm họa đôt nhiên giáng xuống Trái Đất khiên Hyunsoo, 1 nhân vật chính phải tận mắt chứng kiến cha mẹ mình thiệt mạng. Người thân duy nhất sống sót của cậu là người em trai đang hôn mê. Vì để bảo vệ em trai cậu đã cố gắng hết sức, nhưng chỉ vì là 1 ng ...",Chapter 80,Tình trạng: Đang Cập Nhật,"Lượt xem: 996,710","Lượt theo dõi: 5,032",https://truyenqqhot.com/truyen-tranh/thien-ma-quan-su-11918
Những Ranker Cấp S Mà Tôi Nuôi Dưỡng,"Truyện này đéo có ĐAM! OK? Một thợ săn Hạng F. Hơn thế nữa, là một người anh trai Hạng F, kẻ không bao giờ bắt kịp người em Hạng S tuyệt vời của mình. Sau khi sống một cuộc đời tồi tệ thậm chí huỷ hoại cuộc sống của em trai mình, tôi đã chọn giải pháp như sau: ""Người bảo hộ hoàn hảo"" Phải, lần này t...",Chapter 73,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,672,925","Lượt theo dõi: 8,130",https://truyenqqhot.com/truyen-tranh/nhung-ranker-cap-s-ma-toi-nuoi-duong-11888
Tuyệt Đỉnh Võ Lâm,"Một huyền thoại sống trong lĩnh vực võ thuật tổng hợp, Nhà vô địch, Kim Sanghyuk, bằng cách nào đó đã tái sinh trong thế giới Murim với tư cách là con trai út của Keum Hojang! ""Lần này, tôi sẽ tạo ra một huyền thoại mới trong Murim!"" Trong bối cảnh các võ sĩ và võ sĩ chưa qua đào tạo rải rác xung qu...",Chapter 41,Tình trạng: Đang Cập Nhật,"Lượt xem: 281,404","Lượt theo dõi: 2,047",https://truyenqqhot.com/truyen-tranh/tuyet-dinh-vo-lam-12960
Sự Trở Lại Của Huyền Thoại,"Vì một sự cố mà công ty bảo an Jang Taesan đang làm việc đã phá sản, khiến hắn trở thành một kẻ thất nghiệp lang thang ở phường Noryanjin và mất mạng khi cứu một đứa trẻ khỏi bị xe đâm. Nhưng nhờ vào hành động nghĩa hiệp đó, hắn được trọng sinh, trở ngược về 14 năm trước làm lại cuộc đời. Tuy nhiên,...",Chapter 82,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,553,180","Lượt theo dõi: 6,681",https://truyenqqhot.com/truyen-tranh/su-tro-lai-cua-huyen-thoai-11861
Toàn Chức Pháp Sư,"Tỉnh lại sau giấc ngủ, thế giới đại biến. Quen thuộc cao trung truyền thụ chính là phép thuật, nói cho mọi người muốn trở thành một tên xuất sắc Ma Pháp Sư. Ở lại đô thị ở ngoài du đãng tập kích nhân loại ma vật yêu thú, mắt nhìn chằm chằm. Tôn trọng khoa học thế giới đã biến thành tôn trọng phép th...",Chapter 997,Tình trạng: Đang Cập Nhật,"Lượt xem: 44,580,720","Lượt theo dõi: 36,709",https://truyenqqhot.com/truyen-tranh/toan-chuc-phap-su-4140
Kuroiwa Medaka Ni Watashi No Kawaii Ga Tsuujinai,Khi gái thành thị tán tỉnh trai nhà sư sẽ như thế nào,Chapter 77,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,581,540","Lượt theo dõi: 7,464",https://truyenqqhot.com/truyen-tranh/kuroiwa-medaka-ni-watashi-no-kawaii-ga-tsuujinai-11265
Những Tháng Ngày Bị Thiên Địch Nuôi Dưỡng,"Cứu mạng với! Ta bị một tên lưu manh bắt cóc rồi, vừa nháo vừa khóc đến đứt gan đứt ruột… chẳng mấy ngày sau. Hừ, dễ thương không phải là cái cớ để ngươi bắt nạt ta!",Chapter 25,Tình trạng: Đang Cập Nhật,"Lượt xem: 62,649",Lượt theo dõi: 832,https://truyenqqhot.com/truyen-tranh/nhung-thang-ngay-bi-thien-dich-nuoi-duong-11634
Trở Thành Con Dâu Của Kẻ Phản Diện Vì Thời Gian Có Hạn,"Nhân vật phản diện đang bị cô con dâu trẻ tuổi này lừa gạt. Tôi đã tìm ra cách chữa bệnh rồi nè! Tôi sẽ không chết nữa, nhưng thay vào đó tôi sẽ bị giết trước khi chết một cách lặng lẽ thì sao? “Cha ơi, con yêu cha nhiều lắm. Cha là người đàn ông đẹp trai nhất trên thế giới này. He he!” “Evan, c...",Chapter 51.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 221,246","Lượt theo dõi: 1,740",https://truyenqqhot.com/truyen-tranh/tro-thanh-con-dau-cua-ke-phan-dien-vi-thoi-gian-co-han-12496
Quảng Đời Còn Lại Có Em,"Bùi Duật Thành sau khi chiếm được thân thể của Lâm Yên, đã nhờ em trai mình là Nam Nhứ đến giúp đỡ cô trong buổi tiệc, thành công giúp cô trở mặt, đánh bại tên tra nam. Sau khi Lâm Yên tỉnh lại, cô hoàn toàn không biết được chuyện gì đã xảy ra với mình trước đó, nhưng rất nhanh, cô phát hiện có ngườ...",Chapter 121,Tình trạng: Đang Cập Nhật,"Lượt xem: 360,414","Lượt theo dõi: 1,325",https://truyenqqhot.com/truyen-tranh/quang-doi-con-lai-co-em-12984
Saikyou Inyoushi No Isekai Tenseiki,"Haruyoshi, âm dương sư mạnh nhất trong lịch sử đã chết vì bị phản bội. Mong ước một cuộc sống hạnh phúc vào kiếp sau, anh đã sử dụng một năng lực bí mật để chuyển sinh sang thế giới khác! Sống trong một gia đình quý tộc ma pháp sư, Haruyoshi lại không được hưởng dòng máu ma pháp vốn có. Tuy nhiên cầ...",Chapter 14.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 203,182","Lượt theo dõi: 2,520",https://truyenqqhot.com/truyen-tranh/saikyou-inyoushi-no-isekai-tenseiki-10855
Phương Pháp Che Giấu Đứa Con Của Hoàng Đế,"“Dù sao anh cũng chưa từng yêu tôi đúng không?” Cuộc hôn nhân mà cả đời Astell mong mỏi đã kết thúc chỉ trong một ngày. Từ khi mười tuổi, cô đã cố gắng nỗ lực từng ngày để có thể trở thành vợ của Kaizen, nhưng những gì còn ở lại với cô ấy chỉ là danh tiếng xấu “Phế Hoàng Hậu”. Gia tộc ruồng bỏ, Còn ...",Chapter 58.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 306,048","Lượt theo dõi: 1,680",https://truyenqqhot.com/truyen-tranh/phuong-phap-che-giau-dua-con-cua-hoang-de-12462
Cái Chết Thoải Mái Của Ác Nữ Công Chúa,,Chapter 24.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 28,115",Lượt theo dõi: 270,https://truyenqqhot.com/truyen-tranh/cai-chet-thoai-mai-cua-ac-nu-cong-chua-13750
Yêu Thần Ký,"Yêu Thần Vừa Xuất, Ai Dám Tranh Phong Yêu Linh Sư Mạnh Nhất Thánh Linh Đại Lục Nhiếp Li, bởi vì một cuốn sách thần bí Yêu Linh Thời Không mà trở về năm 13 tuổi, tu luyện mạnh nhất công pháp, mạnh nhất yêu linh chi lực, đột phá tới võ đạo đỉnh phong... Kẻ thù kiếp trước, toàn bộ thanh toán... Nếu như...",Chapter 483,Tình trạng: Đang Cập Nhật,"Lượt xem: 25,764,626","Lượt theo dõi: 28,507",https://truyenqqhot.com/truyen-tranh/yeu-than-ky-746
Fleet Journal,Câu chuyện về một đô đốc từ lúc còn gà mờ cho đến khi trở thành một tên đô đốc nguy hiểm đến mức ai cũng phải ngán,Chapter 35,Tình trạng: Đang Cập Nhật,"Lượt xem: 64,741",Lượt theo dõi: 267,https://truyenqqhot.com/truyen-tranh/fleet-journal-1992
Manh Sư Tại Thượng,,Chapter 425,Tình trạng: Đang Cập Nhật,"Lượt xem: 6,462,776","Lượt theo dõi: 15,292",https://truyenqqhot.com/truyen-tranh/manh-su-tai-thuong-7374
Cô Vợ Mang Thai Một Tặng Một," Anh ta là một người quyền quý tuyệt đối, sát phạt quyết đoán lại cao lãnh bạc tình, vậy mà đối với cô lại dây dưa không ngớt, cưng chiều chìm đắm không ngừng. Lần đầu gặp mặt, anh chất vấn: “Sáu năm trước, có phải là em không?” Lần thứ hai gặp mặt, anh bắt con của mình xem xét: “Còn dám nói đứa con...",Chapter 243,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,855,892","Lượt theo dõi: 4,509",https://truyenqqhot.com/truyen-tranh/co-vo-mang-thai-mot-tang-mot-9447
Kẻ Phản Diện Thuần Túy,"Một thế giới mà cảnh sát đặc biệt tồn tại để đối phó với những tên tội phạm với khả năng độc nhất vô nhị. Một nhân vật phản diện vô lý đến với Han Doryeong, cảnh sát đặc nhiệm mạnh nhất đang trải qua những ngày yên bình! Nhưng có gì đó không ổn với tên tội phạm này? Nhân vật phản diện tồi tệ nhất yê...",Chapter 37,Tình trạng: Đang Cập Nhật,"Lượt xem: 310,691","Lượt theo dõi: 1,994",https://truyenqqhot.com/truyen-tranh/ke-phan-dien-thuan-tuy-12859
Nàng Bạo Chúa Muốn Có Một Cuộc Sống Hạnh Phúc Hơn!,"Dorothy luôn bị phân biệt đối xử và nhận những cái phớt lờ từ người khác. Cuối cùng, cô quyết định giết chết tất cả anh em của mình và lên ngôi hoàng đế. Cô không nhận được sự đáp trả của người con trai cô đem lòng thương mến. Sau cùng, cô bị mọi người chỉ trích là bạo chúa và bị xử tử. Nhưng khi mở...",Chapter 22.1,Tình trạng: Đang Cập Nhật,"Lượt xem: 555,521","Lượt theo dõi: 2,952",https://truyenqqhot.com/truyen-tranh/nang-bao-chua-muon-co-mot-cuoc-song-hanh-phuc-hon-13208
Tuyệt Sắc Đạo Lữ Đều Nói Ngô Hoàng Thể Chất Vô Địch,"Tôi chỉ là một người bình thường, nhưng tôi đã trở thành hóa thân của Hoàng đế quỷ, và tôi phải chiến đấu với đủ loại mẹ thú để phục hưng uy tín của gia tộc? Phượng hoàng yêu kiều kiều diễm tiểu thư, ngoan ngoãn dễ thương tiểu thư Chồn sương, cứng rắn vô song tiểu thư Panda... Đau quá, ta tốt nhất đ...",Chapter 44,Tình trạng: Đang Cập Nhật,"Lượt xem: 277,577","Lượt theo dõi: 2,151",https://truyenqqhot.com/truyen-tranh/tuyet-sac-dao-lu-deu-noi-ngo-hoang-the-chat-vo-dich-13520
Tôi Muốn Trở Thành Cô Ấy Chỉ Một Ngày,"Con gái của bá tước, Psyche, được mọi người yêu mến. Cô ta, người đã lấy tất cả mọi thứ từ tôi. Psyche, người luôn có được những gì cô ấy muốn. Tôi muốn trở thành cô ấy, dù chỉ một ngày.",Chapter 150.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 628,438","Lượt theo dõi: 3,592",https://truyenqqhot.com/truyen-tranh/toi-muon-tro-thanh-co-ay-chi-mot-ngay-8975
"Tôi Sắp Ly Hôn Với Người Chồng Độc Ác, Nhưng Chúng Tôi Có Baby","Không hoàn toàn đúng 100% Tôi đã sở hữu cơ thể của một người phụ nữ sẽ kết hôn với ác ma. Trong một vai diễn bị ám ảnh bởi chồng mình đến khi chết. “Tôi sẽ luôn ở bên cạnh ngài!” Tôi đã quyết định sẽ đối xử tốt với người chồng tội nghiệp này trong một thời gian. Nhưng trước một ngày, khi tôi đã đến ...",Chapter 41,Tình trạng: Đang Cập Nhật,"Lượt xem: 362,982","Lượt theo dõi: 1,981",https://truyenqqhot.com/truyen-tranh/toi-sap-ly-hon-voi-nguoi-chong-doc-ac-nhung-chung-toi-co-baby-13022
Serena,"“Ngươi sẽ không bao giờ trở thành gia chủ của gia tộc Serenity đâu” Serena, người thừa kế duy nhất của gia tộc Serenity. Để cứu gia tộc đang trên bờ vực bị đe dọa, bà của cô đã gả cô cho một người đàn ông bị ghét nhất đế quốc. Thứ duy nhất có thể an ủi Serena trong tình trạng thế này chính là Freder...",Chapter 23.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 218,140",Lượt theo dõi: 934,https://truyenqqhot.com/truyen-tranh/serena-13180
