Contries,contries_details,GDP,GDP_details,GDP YoY,GDP YoY_details,GDP QoQ,GDP QoQ_details,Interest Rate,Interest Rate_details,Inflation Rate,Inflation_details,Jobless Rate,Jobless_details,Gov. Budget,Gov. Budget_details,Debt/GDP,Debt/GDP_details,Current Account ,Current Account_details,Population,Population_details
Nicaragua,https://tradingeconomics.com/nicaragua/indicators,14,https://tradingeconomics.com/nicaragua/gdp,4.30,https://tradingeconomics.com/nicaragua/gdp-growth-annual,,,9.02,,10.92,https://tradingeconomics.com/nicaragua/inflation-cpi,3.10,https://tradingeconomics.com/nicaragua/unemployment-rate,1.60,https://tradingeconomics.com/nicaragua/government-budget,64.80,https://tradingeconomics.com/nicaragua/government-debt-to-gdp,-2.90,https://tradingeconomics.com/nicaragua/current-account-to-gdp,6.75,https://tradingeconomics.com/nicaragua/population
Armenia,https://tradingeconomics.com/armenia/indicators,14,https://tradingeconomics.com/armenia/gdp,12.80,https://tradingeconomics.com/armenia/gdp-growth-annual,,https://tradingeconomics.com/armenia/gdp-growth,10.75,https://tradingeconomics.com/armenia/interest-rate,8.10,https://tradingeconomics.com/armenia/inflation-cpi,11.60,https://tradingeconomics.com/armenia/unemployment-rate,-4.60,https://tradingeconomics.com/armenia/government-budget,60.25,https://tradingeconomics.com/armenia/government-debt-to-gdp,-2.50,https://tradingeconomics.com/armenia/current-account-to-gdp,2.96,https://tradingeconomics.com/armenia/population
Brunei,https://tradingeconomics.com/brunei/indicators,14,https://tradingeconomics.com/brunei/gdp,0.90,https://tradingeconomics.com/brunei/gdp-growth-annual,,,5.50,https://tradingeconomics.com/brunei/interest-rate,3.30,https://tradingeconomics.com/brunei/inflation-cpi,4.90,https://tradingeconomics.com/brunei/unemployment-rate,-19.30,https://tradingeconomics.com/brunei/government-budget,1.90,https://tradingeconomics.com/brunei/government-debt-to-gdp,4.60,https://tradingeconomics.com/brunei/current-account-to-gdp,0.43,https://tradingeconomics.com/brunei/population
Republic of the Congo,https://tradingeconomics.com/republic-of-the-congo/indicators,13,https://tradingeconomics.com/republic-of-the-congo/gdp,-1.50,https://tradingeconomics.com/republic-of-the-congo/gdp-growth-annual,,,4.50,https://tradingeconomics.com/republic-of-the-congo/interest-rate,1.10,https://tradingeconomics.com/republic-of-the-congo/inflation-cpi,23.00,https://tradingeconomics.com/republic-of-the-congo/unemployment-rate,1.40,https://tradingeconomics.com/republic-of-the-congo/government-budget,85.00,https://tradingeconomics.com/republic-of-the-congo/government-debt-to-gdp,15.50,https://tradingeconomics.com/republic-of-the-congo/current-account-to-gdp,5.66,https://tradingeconomics.com/republic-of-the-congo/population
Malawi,https://tradingeconomics.com/malawi/indicators,13,https://tradingeconomics.com/malawi/gdp,5.40,https://tradingeconomics.com/malawi/gdp-growth-annual,,https://tradingeconomics.com/malawi/gdp-growth,18.00,https://tradingeconomics.com/malawi/interest-rate,25.90,https://tradingeconomics.com/malawi/inflation-cpi,7.00,https://tradingeconomics.com/malawi/unemployment-rate,-8.00,https://tradingeconomics.com/malawi/government-budget,58.80,https://tradingeconomics.com/malawi/government-debt-to-gdp,-13.10,https://tradingeconomics.com/malawi/current-account-to-gdp,19.65,https://tradingeconomics.com/malawi/population
Mauritius,https://tradingeconomics.com/mauritius/indicators,12,https://tradingeconomics.com/mauritius/gdp,7.40,https://tradingeconomics.com/mauritius/gdp-growth-annual,0.40,https://tradingeconomics.com/mauritius/gdp-growth,4.50,https://tradingeconomics.com/mauritius/interest-rate,11.80,https://tradingeconomics.com/mauritius/inflation-cpi,7.50,https://tradingeconomics.com/mauritius/unemployment-rate,-5.00,https://tradingeconomics.com/mauritius/government-budget,89.00,https://tradingeconomics.com/mauritius/government-debt-to-gdp,-13.60,https://tradingeconomics.com/mauritius/current-account-to-gdp,1.27,https://tradingeconomics.com/mauritius/population
Namibia,https://tradingeconomics.com/namibia/indicators,12,https://tradingeconomics.com/namibia/gdp,4.30,https://tradingeconomics.com/namibia/gdp-growth-annual,-1.45,https://tradingeconomics.com/namibia/gdp-growth,7.00,https://tradingeconomics.com/namibia/interest-rate,7.00,https://tradingeconomics.com/namibia/inflation-cpi,21.70,https://tradingeconomics.com/namibia/unemployment-rate,-8.70,https://tradingeconomics.com/namibia/government-budget,76.00,https://tradingeconomics.com/namibia/government-debt-to-gdp,-9.10,https://tradingeconomics.com/namibia/current-account-to-gdp,2.55,https://tradingeconomics.com/namibia/population
Chad,https://tradingeconomics.com/chad/indicators,12,https://tradingeconomics.com/chad/gdp,-1.20,https://tradingeconomics.com/chad/gdp-growth-annual,,,4.50,https://tradingeconomics.com/chad/interest-rate,8.50,https://tradingeconomics.com/chad/inflation-cpi,1.90,https://tradingeconomics.com/chad/unemployment-rate,-0.20,https://tradingeconomics.com/chad/government-budget,44.70,https://tradingeconomics.com/chad/government-debt-to-gdp,-3.90,https://tradingeconomics.com/chad/current-account-to-gdp,16.91,https://tradingeconomics.com/chad/population
Equatorial Guinea,https://tradingeconomics.com/equatorial-guinea/indicators,12,https://tradingeconomics.com/equatorial-guinea/gdp,-3.20,https://tradingeconomics.com/equatorial-guinea/gdp-growth-annual,,,4.50,https://tradingeconomics.com/equatorial-guinea/interest-rate,2.90,https://tradingeconomics.com/equatorial-guinea/inflation-cpi,9.20,https://tradingeconomics.com/equatorial-guinea/unemployment-rate,-1.00,https://tradingeconomics.com/equatorial-guinea/government-budget,27.10,https://tradingeconomics.com/equatorial-guinea/government-debt-to-gdp,-3.40,https://tradingeconomics.com/equatorial-guinea/current-account-to-gdp,1.45,https://tradingeconomics.com/equatorial-guinea/population
Bahamas,https://tradingeconomics.com/bahamas/indicators,11,https://tradingeconomics.com/bahamas/gdp,2.00,https://tradingeconomics.com/bahamas/gdp-growth-annual,,,4.00,https://tradingeconomics.com/bahamas/interest-rate,5.48,https://tradingeconomics.com/bahamas/inflation-cpi,13.20,https://tradingeconomics.com/bahamas/unemployment-rate,-13.30,https://tradingeconomics.com/bahamas/government-budget,95.60,https://tradingeconomics.com/bahamas/government-debt-to-gdp,-20.90,https://tradingeconomics.com/bahamas/current-account-to-gdp,0.40,https://tradingeconomics.com/bahamas/population
Rwanda,https://tradingeconomics.com/rwanda/indicators,11,https://tradingeconomics.com/rwanda/gdp,10.00,https://tradingeconomics.com/rwanda/gdp-growth-annual,3.60,https://tradingeconomics.com/rwanda/gdp-growth,7.00,https://tradingeconomics.com/rwanda/interest-rate,31.10,https://tradingeconomics.com/rwanda/inflation-cpi,24.30,https://tradingeconomics.com/rwanda/unemployment-rate,-8.50,https://tradingeconomics.com/rwanda/government-budget,66.70,https://tradingeconomics.com/rwanda/government-debt-to-gdp,-10.90,https://tradingeconomics.com/rwanda/current-account-to-gdp,13.28,https://tradingeconomics.com/rwanda/population
Mauritania,https://tradingeconomics.com/mauritania/indicators,10,https://tradingeconomics.com/mauritania/gdp,3.90,https://tradingeconomics.com/mauritania/gdp-growth-annual,,,7.00,https://tradingeconomics.com/mauritania/interest-rate,10.30,https://tradingeconomics.com/mauritania/inflation-cpi,11.50,https://tradingeconomics.com/mauritania/unemployment-rate,-0.40,https://tradingeconomics.com/mauritania/government-budget,44.20,https://tradingeconomics.com/mauritania/government-debt-to-gdp,-7.60,https://tradingeconomics.com/mauritania/current-account-to-gdp,4.78,https://tradingeconomics.com/mauritania/population
Monaco,https://tradingeconomics.com/monaco/indicators,9,https://tradingeconomics.com/monaco/gdp,21.60,https://tradingeconomics.com/monaco/gdp-growth-annual,,,,,,,,,,,,,,,0.04,https://tradingeconomics.com/monaco/population
Kyrgyzstan,https://tradingeconomics.com/kyrgyzstan/indicators,9,https://tradingeconomics.com/kyrgyzstan/gdp,9.49,https://tradingeconomics.com/kyrgyzstan/gdp-growth-annual,,,13.00,https://tradingeconomics.com/kyrgyzstan/interest-rate,15.30,https://tradingeconomics.com/kyrgyzstan/inflation-cpi,2.80,https://tradingeconomics.com/kyrgyzstan/unemployment-rate,-0.20,https://tradingeconomics.com/kyrgyzstan/government-budget,60.30,https://tradingeconomics.com/kyrgyzstan/government-debt-to-gdp,-8.50,https://tradingeconomics.com/kyrgyzstan/current-account-to-gdp,6.70,https://tradingeconomics.com/kyrgyzstan/population
Kosovo,https://tradingeconomics.com/kosovo/indicators,9,https://tradingeconomics.com/kosovo/gdp,2.07,https://tradingeconomics.com/kosovo/gdp-growth-annual,,,,,12.10,https://tradingeconomics.com/kosovo/inflation-cpi,20.70,https://tradingeconomics.com/kosovo/unemployment-rate,-0.90,https://tradingeconomics.com/kosovo/government-budget,23.34,,-8.60,https://tradingeconomics.com/kosovo/current-account-to-gdp,1.77,https://tradingeconomics.com/kosovo/population
New Caledonia,https://tradingeconomics.com/new-caledonia/indicators,9,https://tradingeconomics.com/new-caledonia/gdp,-2.10,,,,2.75,https://tradingeconomics.com/new-caledonia/interest-rate,4.30,https://tradingeconomics.com/new-caledonia/inflation-cpi,16.60,https://tradingeconomics.com/new-caledonia/unemployment-rate,,,,,,,0.27,https://tradingeconomics.com/new-caledonia/population
Tajikistan,https://tradingeconomics.com/tajikistan/indicators,9,https://tradingeconomics.com/tajikistan/gdp,7.80,https://tradingeconomics.com/tajikistan/gdp-growth-annual,,,11.00,https://tradingeconomics.com/tajikistan/interest-rate,4.50,https://tradingeconomics.com/tajikistan/inflation-cpi,7.80,https://tradingeconomics.com/tajikistan/unemployment-rate,0.20,https://tradingeconomics.com/tajikistan/government-budget,53.67,https://tradingeconomics.com/tajikistan/government-debt-to-gdp,8.40,https://tradingeconomics.com/tajikistan/current-account-to-gdp,9.89,https://tradingeconomics.com/tajikistan/population
Togo,https://tradingeconomics.com/togo/indicators,8,https://tradingeconomics.com/togo/gdp,5.80,https://tradingeconomics.com/togo/gdp-growth-annual,,,4.75,https://tradingeconomics.com/togo/interest-rate,7.40,https://tradingeconomics.com/togo/inflation-cpi,4.00,https://tradingeconomics.com/togo/unemployment-rate,-6.00,https://tradingeconomics.com/togo/government-budget,61.00,https://tradingeconomics.com/togo/government-debt-to-gdp,-5.00,https://tradingeconomics.com/togo/current-account-to-gdp,8.50,https://tradingeconomics.com/togo/population
Somalia,https://tradingeconomics.com/somalia/indicators,8,https://tradingeconomics.com/somalia/gdp,2.90,https://tradingeconomics.com/somalia/gdp-growth-annual,,,,,5.60,https://tradingeconomics.com/somalia/inflation-cpi,,,,,,,,,16.36,https://tradingeconomics.com/somalia/population
Guyana,https://tradingeconomics.com/guyana/indicators,8,https://tradingeconomics.com/guyana/gdp,20.10,https://tradingeconomics.com/guyana/gdp-growth-annual,,,5.00,https://tradingeconomics.com/guyana/interest-rate,6.40,https://tradingeconomics.com/guyana/inflation-cpi,14.50,https://tradingeconomics.com/guyana/unemployment-rate,-5.30,,43.70,,-25.50,https://tradingeconomics.com/guyana/current-account-to-gdp,0.79,https://tradingeconomics.com/guyana/population
Cayman Islands,https://tradingeconomics.com/cayman-islands/indicators,6,https://tradingeconomics.com/cayman-islands/gdp,3.80,https://tradingeconomics.com/cayman-islands/gdp-growth-annual,,,,,9.20,https://tradingeconomics.com/cayman-islands/inflation-cpi,5.70,https://tradingeconomics.com/cayman-islands/unemployment-rate,-2.10,https://tradingeconomics.com/cayman-islands/government-budget,4.50,https://tradingeconomics.com/cayman-islands/government-debt-to-gdp,-13.60,https://tradingeconomics.com/cayman-islands/current-account-to-gdp,0.07,https://tradingeconomics.com/cayman-islands/population
Montenegro,https://tradingeconomics.com/montenegro/indicators,6,https://tradingeconomics.com/montenegro/gdp,3.20,https://tradingeconomics.com/montenegro/gdp-growth-annual,,,,,16.20,https://tradingeconomics.com/montenegro/inflation-cpi,19.30,https://tradingeconomics.com/montenegro/unemployment-rate,-2.03,https://tradingeconomics.com/montenegro/government-budget,83.27,https://tradingeconomics.com/montenegro/government-debt-to-gdp,-9.30,https://tradingeconomics.com/montenegro/current-account-to-gdp,0.62,https://tradingeconomics.com/montenegro/population
Liechtenstein,https://tradingeconomics.com/liechtenstein/indicators,6,https://tradingeconomics.com/liechtenstein/gdp,-10.10,https://tradingeconomics.com/liechtenstein/gdp-growth-annual,,,,,3.30,https://tradingeconomics.com/liechtenstein/inflation-cpi,1.60,,,,,,,,0.04,https://tradingeconomics.com/liechtenstein/population
Maldives,https://tradingeconomics.com/maldives/indicators,5,https://tradingeconomics.com/maldives/gdp,10.50,https://tradingeconomics.com/maldives/gdp-growth-annual,,,7.00,https://tradingeconomics.com/maldives/interest-rate,3.99,https://tradingeconomics.com/maldives/inflation-cpi,6.10,https://tradingeconomics.com/maldives/unemployment-rate,-16.60,https://tradingeconomics.com/maldives/government-budget,66.60,https://tradingeconomics.com/maldives/government-debt-to-gdp,-9.00,https://tradingeconomics.com/maldives/current-account-to-gdp,0.57,https://tradingeconomics.com/maldives/population
Swaziland,https://tradingeconomics.com/swaziland/indicators,5,https://tradingeconomics.com/swaziland/gdp,7.90,https://tradingeconomics.com/swaziland/gdp-growth-annual,,,6.75,https://tradingeconomics.com/swaziland/interest-rate,5.60,https://tradingeconomics.com/swaziland/inflation-cpi,25.80,https://tradingeconomics.com/swaziland/unemployment-rate,-6.40,https://tradingeconomics.com/swaziland/government-budget,36.80,https://tradingeconomics.com/swaziland/government-debt-to-gdp,6.00,https://tradingeconomics.com/swaziland/current-account-to-gdp,1.17,https://tradingeconomics.com/swaziland/population
Sierra Leone,https://tradingeconomics.com/sierra-leone/indicators,4,https://tradingeconomics.com/sierra-leone/gdp,3.80,https://tradingeconomics.com/sierra-leone/gdp-growth-annual,,,18.25,https://tradingeconomics.com/sierra-leone/interest-rate,38.48,https://tradingeconomics.com/sierra-leone/inflation-cpi,5.60,https://tradingeconomics.com/sierra-leone/unemployment-rate,-7.10,https://tradingeconomics.com/sierra-leone/government-budget,75.00,https://tradingeconomics.com/sierra-leone/government-debt-to-gdp,-13.90,https://tradingeconomics.com/sierra-leone/current-account-to-gdp,8.14,https://tradingeconomics.com/sierra-leone/population
Liberia,https://tradingeconomics.com/liberia/indicators,4,https://tradingeconomics.com/liberia/gdp,4.00,https://tradingeconomics.com/liberia/gdp-growth-annual,,,15.00,https://tradingeconomics.com/liberia/interest-rate,9.12,https://tradingeconomics.com/liberia/inflation-cpi,4.10,https://tradingeconomics.com/liberia/unemployment-rate,-3.30,https://tradingeconomics.com/liberia/government-budget,55.00,https://tradingeconomics.com/liberia/government-debt-to-gdp,-17.40,https://tradingeconomics.com/liberia/current-account-to-gdp,5.18,https://tradingeconomics.com/liberia/population
Fiji,https://tradingeconomics.com/fiji/indicators,4,https://tradingeconomics.com/fiji/gdp,-5.10,https://tradingeconomics.com/fiji/gdp-growth-annual,,,0.25,https://tradingeconomics.com/fiji/interest-rate,2.50,https://tradingeconomics.com/fiji/inflation-cpi,5.20,https://tradingeconomics.com/fiji/unemployment-rate,-11.50,https://tradingeconomics.com/fiji/government-budget,79.80,https://tradingeconomics.com/fiji/government-debt-to-gdp,-13.20,https://tradingeconomics.com/fiji/current-account-to-gdp,0.90,https://tradingeconomics.com/fiji/population
Djibouti,https://tradingeconomics.com/djibouti/indicators,3,https://tradingeconomics.com/djibouti/gdp,3.90,https://tradingeconomics.com/djibouti/gdp-growth-annual,,,11.20,https://tradingeconomics.com/djibouti/interest-rate,4.10,https://tradingeconomics.com/djibouti/inflation-cpi,28.40,https://tradingeconomics.com/djibouti/unemployment-rate,-1.90,https://tradingeconomics.com/djibouti/government-budget,43.20,https://tradingeconomics.com/djibouti/government-debt-to-gdp,-0.70,https://tradingeconomics.com/djibouti/current-account-to-gdp,1.00,https://tradingeconomics.com/djibouti/population
Central African Republic,https://tradingeconomics.com/central-african-republic/indicators,3,https://tradingeconomics.com/central-african-republic/gdp,0.90,https://tradingeconomics.com/central-african-republic/gdp-growth-annual,,,4.50,https://tradingeconomics.com/central-african-republic/interest-rate,10.40,https://tradingeconomics.com/central-african-republic/inflation-cpi,6.60,https://tradingeconomics.com/central-african-republic/unemployment-rate,-5.70,https://tradingeconomics.com/central-african-republic/government-budget,52.10,https://tradingeconomics.com/central-african-republic/government-debt-to-gdp,-9.60,https://tradingeconomics.com/central-african-republic/current-account-to-gdp,4.92,https://tradingeconomics.com/central-african-republic/population
Burundi,https://tradingeconomics.com/burundi/indicators,3,https://tradingeconomics.com/burundi/gdp,3.10,https://tradingeconomics.com/burundi/gdp-growth-annual,,,5.00,https://tradingeconomics.com/burundi/interest-rate,28.62,https://tradingeconomics.com/burundi/inflation-cpi,1.80,https://tradingeconomics.com/burundi/unemployment-rate,-4.50,https://tradingeconomics.com/burundi/government-budget,17.00,https://tradingeconomics.com/burundi/government-debt-to-gdp,-15.00,https://tradingeconomics.com/burundi/current-account-to-gdp,12.26,https://tradingeconomics.com/burundi/population
Bhutan,https://tradingeconomics.com/bhutan/indicators,3,https://tradingeconomics.com/bhutan/gdp,4.10,https://tradingeconomics.com/bhutan/gdp-growth-annual,,,7.16,https://tradingeconomics.com/bhutan/interest-rate,4.33,https://tradingeconomics.com/bhutan/inflation-cpi,5.00,https://tradingeconomics.com/bhutan/unemployment-rate,-7.80,https://tradingeconomics.com/bhutan/government-budget,134.94,https://tradingeconomics.com/bhutan/government-debt-to-gdp,-33.80,https://tradingeconomics.com/bhutan/current-account-to-gdp,0.78,https://tradingeconomics.com/bhutan/population
Lesotho,https://tradingeconomics.com/lesotho/indicators,3,https://tradingeconomics.com/lesotho/gdp,4.56,https://tradingeconomics.com/lesotho/gdp-growth-annual,2.10,,7.25,https://tradingeconomics.com/lesotho/interest-rate,8.00,https://tradingeconomics.com/lesotho/inflation-cpi,24.60,https://tradingeconomics.com/lesotho/unemployment-rate,-5.80,https://tradingeconomics.com/lesotho/government-budget,54.70,https://tradingeconomics.com/lesotho/government-debt-to-gdp,-3.80,https://tradingeconomics.com/lesotho/current-account-to-gdp,2.16,https://tradingeconomics.com/lesotho/population
Suriname,https://tradingeconomics.com/suriname/indicators,3,https://tradingeconomics.com/suriname/gdp,2.10,https://tradingeconomics.com/suriname/gdp-growth-annual,,,10.00,https://tradingeconomics.com/suriname/interest-rate,55.50,https://tradingeconomics.com/suriname/inflation-cpi,10.10,https://tradingeconomics.com/suriname/unemployment-rate,2.50,https://tradingeconomics.com/suriname/government-budget,123.80,https://tradingeconomics.com/suriname/government-debt-to-gdp,5.20,https://tradingeconomics.com/suriname/current-account-to-gdp,0.60,https://tradingeconomics.com/suriname/population
Cape Verde,https://tradingeconomics.com/cape-verde/indicators,2,https://tradingeconomics.com/cape-verde/gdp,17.10,https://tradingeconomics.com/cape-verde/gdp-growth-annual,2.10,,0.25,https://tradingeconomics.com/cape-verde/interest-rate,15.50,https://tradingeconomics.com/cape-verde/inflation-cpi,14.50,https://tradingeconomics.com/cape-verde/unemployment-rate,-7.60,https://tradingeconomics.com/cape-verde/government-budget,129.80,https://tradingeconomics.com/cape-verde/government-debt-to-gdp,-11.00,https://tradingeconomics.com/cape-verde/current-account-to-gdp,0.56,https://tradingeconomics.com/cape-verde/population
East Timor,https://tradingeconomics.com/east-timor/indicators,2,https://tradingeconomics.com/east-timor/gdp,2.90,https://tradingeconomics.com/east-timor/gdp-growth-annual,,,,,6.70,https://tradingeconomics.com/east-timor/inflation-cpi,5.10,https://tradingeconomics.com/east-timor/unemployment-rate,-4.00,https://tradingeconomics.com/east-timor/government-budget,,,1.80,https://tradingeconomics.com/east-timor/current-account-to-gdp,1.34,https://tradingeconomics.com/east-timor/population
Eritrea,https://tradingeconomics.com/eritrea/indicators,2,https://tradingeconomics.com/eritrea/gdp,2.90,https://tradingeconomics.com/eritrea/gdp-growth-annual,,,,,4.50,https://tradingeconomics.com/eritrea/inflation-cpi,8.00,https://tradingeconomics.com/eritrea/unemployment-rate,-4.00,https://tradingeconomics.com/eritrea/government-budget,164.70,https://tradingeconomics.com/eritrea/government-debt-to-gdp,13.50,https://tradingeconomics.com/eritrea/current-account-to-gdp,3.21,https://tradingeconomics.com/eritrea/population
Gambia,https://tradingeconomics.com/gambia/indicators,2,https://tradingeconomics.com/gambia/gdp,4.30,https://tradingeconomics.com/gambia/gdp-growth-annual,,,13.00,https://tradingeconomics.com/gambia/interest-rate,13.14,https://tradingeconomics.com/gambia/inflation-cpi,11.20,https://tradingeconomics.com/gambia/unemployment-rate,-4.00,https://tradingeconomics.com/gambia/government-budget,82.90,https://tradingeconomics.com/gambia/government-debt-to-gdp,-4.50,https://tradingeconomics.com/gambia/current-account-to-gdp,2.35,https://tradingeconomics.com/gambia/population
Guinea Bissau,https://tradingeconomics.com/guinea-bissau/indicators,2,https://tradingeconomics.com/guinea-bissau/gdp,4.80,https://tradingeconomics.com/guinea-bissau/gdp-growth-annual,,,4.75,https://tradingeconomics.com/guinea-bissau/interest-rate,9.70,https://tradingeconomics.com/guinea-bissau/inflation-cpi,6.80,https://tradingeconomics.com/guinea-bissau/unemployment-rate,-5.60,https://tradingeconomics.com/guinea-bissau/government-budget,41.00,https://tradingeconomics.com/guinea-bissau/government-debt-to-gdp,-6.90,https://tradingeconomics.com/guinea-bissau/current-account-to-gdp,2.02,https://tradingeconomics.com/guinea-bissau/population
Comoros,https://tradingeconomics.com/comoros/indicators,1,https://tradingeconomics.com/comoros/gdp,2.20,https://tradingeconomics.com/comoros/gdp-growth-annual,,,3.08,https://tradingeconomics.com/comoros/interest-rate,15.90,https://tradingeconomics.com/comoros/inflation-cpi,9.40,https://tradingeconomics.com/comoros/unemployment-rate,-2.90,https://tradingeconomics.com/comoros/government-budget,31.10,https://tradingeconomics.com/comoros/government-debt-to-gdp,0.50,https://tradingeconomics.com/comoros/current-account-to-gdp,0.89,https://tradingeconomics.com/comoros/population
Sao Tome and Principe,https://tradingeconomics.com/sao-tome-and-principe/indicators,1,https://tradingeconomics.com/sao-tome-and-principe/gdp,1.80,https://tradingeconomics.com/sao-tome-and-principe/gdp-growth-annual,,,10.00,https://tradingeconomics.com/sao-tome-and-principe/interest-rate,25.20,https://tradingeconomics.com/sao-tome-and-principe/inflation-cpi,15.90,https://tradingeconomics.com/sao-tome-and-principe/unemployment-rate,-1.50,https://tradingeconomics.com/sao-tome-and-principe/government-budget,88.00,https://tradingeconomics.com/sao-tome-and-principe/government-debt-to-gdp,-9.30,https://tradingeconomics.com/sao-tome-and-principe/current-account-to-gdp,0.22,https://tradingeconomics.com/sao-tome-and-principe/population
South Sudan,https://tradingeconomics.com/south-sudan/indicators,1,https://tradingeconomics.com/south-sudan/gdp,-2.30,https://tradingeconomics.com/south-sudan/gdp-growth-annual,,,12.00,,31.30,https://tradingeconomics.com/south-sudan/inflation-cpi,13.90,https://tradingeconomics.com/south-sudan/unemployment-rate,,,,,,,11.40,https://tradingeconomics.com/south-sudan/population
Seychelles,https://tradingeconomics.com/seychelles/indicators,1,https://tradingeconomics.com/seychelles/gdp,14.00,https://tradingeconomics.com/seychelles/gdp-growth-annual,,https://tradingeconomics.com/seychelles/gdp-growth,2.00,https://tradingeconomics.com/seychelles/interest-rate,2.39,https://tradingeconomics.com/seychelles/inflation-cpi,3.00,https://tradingeconomics.com/seychelles/unemployment-rate,-3.00,https://tradingeconomics.com/seychelles/government-budget,74.00,https://tradingeconomics.com/seychelles/government-debt-to-gdp,-20.00,https://tradingeconomics.com/seychelles/current-account-to-gdp,0.10,https://tradingeconomics.com/seychelles/population
T,r,a,d,i,n,g, ,E,c,o,n,o,m,i,c,s, ,p,r,o,v,i,d,e,s, ,d,a,t,a, ,f,o,r, ,2,0, ,m,i,l,l,i,o,n, ,e,c,o,n,o,m,i,c, ,i,n,d,i,c,a,t,o,r,s, ,f,r,o,m, ,1,9,6, ,c,o,u,n,t,r,i,e,s, ,i,n,c,l,u,d,i,n,g, ,a,c,t,u,a,l, ,v,a,l,u,e,s,",", ,c,o,n,s,e,n,s,u,s, ,f,i,g,u,r,e,s,",", ,f,o,r,e,c,a,s,t,s,",", ,h,i,s,t,o,r,i,c,a,l, ,t,i,m,e, ,s,e,r,i,e,s, ,a,n,d, ,n,e,w,s,., ,A,s,i,a, ,-, ,w,a,s, ,l,a,s,t, ,u,p,d,a,t,e,d, ,o,n, ,T,u,e,s,d,a,y,",", ,M,a,r,c,h, ,7,",", ,2,0,2,3,.
